project,year,species,site,lat,lon,la,lw,ll,lthick,lma,perimeter,ldi,new_perim,hull,ndmc,leaf,map,mat,pet,pseas,pseas.fact
dimensions,2011,scabrum,Prince_Albert_Dorp's_Bridge,-33.28296,22.05301,13.48,1.4,4.4,0.398,0.01558,33.2,9.042596198,33.2,16.2,0.344,7,429.1219954,14.72916683,1248,0.226635514,summer
dimensions,2011,scabrum,Prince_Albert_Dorp's_Bridge,-33.28296,22.05301,38.01,2.2,7.3,0.232,0.01268,69.1,11.20802556,69.1,28.7,0.413,8,429.1219954,14.72916683,1248,0.226635514,summer
dimensions,2011,scabrum,Seweweekspoort_1,-33.42231,21.40074,22.21,1.6,5.9,0.429,0.01535,28.3,6.004988171,28.3,19.2,0.192,1,213.950048,14.88749989,1125.199997,0.220657277,summer
dimensions,2011,scabrum,Seweweekspoort_1,-33.42231,21.40074,8.01,1,4.1,0.277,0.01261,19.6,6.925319483,19.6,12.9,0.206,2,213.950048,14.88749989,1125.199997,0.220657277,summer
dimensions,2011,scabrum,Seweweekspoort_1,-33.42231,21.40074,11.4,1.4,4.6,0.292,0.0114,21.5,6.367750436,21.5,14.8,0.185,3,213.950048,14.88749989,1125.199997,0.220657277,summer
dimensions,2011,scabrum,Cederberg_NR_Pakhuis_Pass_-_Leipoldt's_grave,-32.13333,18.98333,4.08,0.3,3.2,0.63,0.01324,NA,NA,NA,NA,NA,1,522.9078521,14.78333339,1142.599991,0.496168582,winter
dimensions,2011,scabrum,Cederberg_NR_Pakhuis_Pass_-_Leipoldt's_grave,-32.13333,18.98333,10.07,0.6,5.2,0.518,0.00775,NA,NA,NA,NA,NA,2,522.9078521,14.78333339,1142.599991,0.496168582,winter
dimensions,2011,scabrum,Cederberg_NR_Pakhuis_Pass_-_Leipoldt's_grave,-32.13333,18.98333,4.17,0.3,2.9,0.412,0.01151,NA,NA,NA,NA,NA,3,522.9078521,14.78333339,1142.599991,0.496168582,winter
dimensions,2011,scabrum,Cederberg_NR_Pakhuis_Pass_-_Leipoldt's_grave,-32.13333,18.98333,11.19,0.5,5.6,0.652,0.01448,NA,NA,NA,NA,NA,4,522.9078521,14.78333339,1142.599991,0.496168582,winter
dimensions,2011,scabrum,Cederberg_NR_Pakhuis_Pass_-_Leipoldt's_grave,-32.13333,18.98333,6.38,0.4,4.1,0.748,0.01536,NA,NA,NA,NA,NA,5,522.9078521,14.78333339,1142.599991,0.496168582,winter
dimensions,2011,scabrum,Cederberg_NR_Pakhuis_Pass_-_Leipoldt's_grave,-32.13333,18.98333,2.78,0.6,3.1,0.477,0.01367,NA,NA,NA,NA,NA,6,522.9078521,14.78333339,1142.599991,0.496168582,winter
dimensions,2011,scabrum,Cederberg_NR_Pakhuis_Pass_-_Leipoldt's_grave,-32.13333,18.98333,4.21,0.6,3.6,0.64,0.0133,NA,NA,NA,NA,NA,7,522.9078521,14.78333339,1142.599991,0.496168582,winter
dimensions,2011,scabrum,Cederberg_NR_Pakhuis_Pass_-_Leipoldt's_grave,-32.13333,18.98333,4.61,0.6,3.6,0.957,0.02082,NA,NA,NA,NA,NA,8,522.9078521,14.78333339,1142.599991,0.496168582,winter
dimensions,2012,scabrum,Aurora_1km_N,-32.69415,18.48043,6.8732,1.81,3.44,0.569,0.0096,15.77,6.015229513,15.77,10.81,0.187,1,274.1369808,18.28333348,1403.599991,0.531135531,winter
dimensions,2012,scabrum,Aurora_1km_N,-32.69415,18.48043,13.4851,2.56,4.6,0.441,0.00801,23.62,6.432100294,23.62,15.44,0.209,2,274.1369808,18.28333348,1403.599991,0.531135531,winter
dimensions,2012,scabrum,Aurora_1km_N,-32.69415,18.48043,9.6051,2.08,4.08,0.453,0.00729,18.66,6.020890017,18.66,12.91,0.182,3,274.1369808,18.28333348,1403.599991,0.531135531,winter
dimensions,2012,scabrum,Aurora_1km_N,-32.69415,18.48043,14.6795,2.82,4.85,0.494,0.01117,23.89,6.235345434,23.89,16.11,0.195,4,274.1369808,18.28333348,1403.599991,0.531135531,winter
dimensions,2012,scabrum,Aurora_1km_N,-32.69415,18.48043,14.2282,2.59,4.68,0.32,0.00633,23.26,6.166443118,23.26,15.61,0.197,5,274.1369808,18.28333348,1403.599991,0.531135531,winter
dimensions,2012,scabrum,Aurora_1km_N,-32.69415,18.48043,20.0216,2.88,5.35,0.452,0.00789,28.13,6.286665338,28.13,18.34,0.211,6,274.1369808,18.28333348,1403.599991,0.531135531,winter
dimensions,2012,scabrum,Aurora_1km_N,-32.69415,18.48043,7.6648,1.96,3.26,0.359,0.00757,16.51,5.963437331,16.51,11.14,0.194,7,274.1369808,18.28333348,1403.599991,0.531135531,winter
dimensions,2012,scabrum,Aurora_1km_N,-32.69415,18.48043,10.235,1.79,4.21,0.595,0.01133,21.55,6.736019737,21.55,13.64,0.225,8,274.1369808,18.28333348,1403.599991,0.531135531,winter
dimensions,2012,scabrum,Citrusdal_R303_Middleberg_Pass,-32.62581,19.13611,7.2432,0.75,4.71,0.405,0.01298,22.95,8.527416025,22.95,12.28,0.303,1,374.1583089,14.45000001,1050.500011,0.536193029,winter
dimensions,2012,scabrum,Citrusdal_R303_Middleberg_Pass,-32.62581,19.13611,15.4038,1.4,6.54,0.506,0.01039,33.21,8.461647709,33.21,17.19,0.318,2,374.1583089,14.45000001,1050.500011,0.536193029,winter
dimensions,2012,scabrum,Citrusdal_R303_Middleberg_Pass,-32.62581,19.13611,3.9857,1.03,2.47,0.462,0.01656,10.98,5.499839766,10.98,7.73,0.174,3,374.1583089,14.45000001,1050.500011,0.536193029,winter
dimensions,2012,scabrum,Citrusdal_R303_Middleberg_Pass,-32.62581,19.13611,5.5883,1.36,2.63,0.384,0.01145,13.21,5.588084457,13.21,9.01,0.189,4,374.1583089,14.45000001,1050.500011,0.536193029,winter
dimensions,2012,scabrum,Citrusdal_R303_Middleberg_Pass,-32.62581,19.13611,2.257,0.57,1.57,0.288,0.00975,11.67,7.767925943,11.67,6.03,0.319,5,374.1583089,14.45000001,1050.500011,0.536193029,winter
dimensions,2012,scabrum,Citrusdal_R303_Middleberg_Pass,-32.62581,19.13611,4.922,0.86,2.35,0.391,0.01158,20.32,9.159102071,20.32,9.78,0.35,6,374.1583089,14.45000001,1050.500011,0.536193029,winter
dimensions,2012,scabrum,Citrusdal_R303_Middleberg_Pass,-32.62581,19.13611,3.4927,0.99,1.95,0.375,0.01145,11.81,6.319304105,11.81,7.46,0.226,7,374.1583089,14.45000001,1050.500011,0.536193029,winter
dimensions,2012,scabrum,Citrusdal_R303_Middleberg_Pass,-32.62581,19.13611,5.5206,1.09,3.27,0.405,0.01467,19.94,8.486566398,19.94,9.71,0.345,8,374.1583089,14.45000001,1050.500011,0.536193029,winter
dimensions,2012,scabrum,Nieuwoudtville_van_Rhyns_Pass,-31.37678,19.01753,2.6179,0.587,3.14,0.651,0.01681,19.2,11.86655625,19.2,10.7,0.284,1,283.2043357,17.6874999,1423.899998,0.546099291,winter
dimensions,2012,scabrum,Nieuwoudtville_van_Rhyns_Pass,-31.37678,19.01753,2.5267,0.375,3.02,0.334,0.01187,19.3,12.14172714,19.3,10.8,0.282,2,283.2043357,17.6874999,1423.899998,0.546099291,winter
dimensions,2012,scabrum,Nieuwoudtville_van_Rhyns_Pass,-31.37678,19.01753,3.5478,0.485,3.54,0.332,0.01466,23.9,12.68873526,23.9,12,0.331,3,283.2043357,17.6874999,1423.899998,0.546099291,winter
dimensions,2012,scabrum,Nieuwoudtville_van_Rhyns_Pass,-31.37678,19.01753,2.8906,0.581,3.2,0.314,0.01245,20.6,12.11638937,20.6,10.8,0.312,4,283.2043357,17.6874999,1423.899998,0.546099291,winter
dimensions,2012,scabrum,Nieuwoudtville_van_Rhyns_Pass,-31.37678,19.01753,3.2221,0.455,3.44,0.35,0.01179,19.5,10.86338331,19.5,10.6,0.296,5,283.2043357,17.6874999,1423.899998,0.546099291,winter
dimensions,2012,scabrum,Nieuwoudtville_van_Rhyns_Pass,-31.37678,19.01753,4.7357,0.687,3.44,0.374,0.01035,21.5,9.879759404,21.5,11.3,0.311,6,283.2043357,17.6874999,1423.899998,0.546099291,winter
dimensions,2012,scabrum,Riebeek_East_5.5_-_7_km_rd_to_Alicedale,-33.22913,26.12148,12.2991,1.5,3.19,0.306,0.01041,24.9,7.100070822,24.9,14.35,0.269,1,310.2585903,16.87916668,1269.899994,0.1197411,summer
dimensions,2012,scabrum,Riebeek_East_5.5_-_7_km_rd_to_Alicedale,-33.22913,26.12148,17.0532,2.38,3.96,0.272,0.00727,25.08,6.073297974,25.08,16.44,0.208,2,310.2585903,16.87916668,1269.899994,0.1197411,summer
dimensions,2012,scabrum,Riebeek_East_5.5_-_7_km_rd_to_Alicedale,-33.22913,26.12148,12.8604,2.12,3.49,0.405,0.01415,23.88,6.658970395,23.88,14.46,0.246,3,310.2585903,16.87916668,1269.899994,0.1197411,summer
dimensions,2012,scabrum,Riebeek_East_5.5_-_7_km_rd_to_Alicedale,-33.22913,26.12148,8.7443,1.45,2.88,0.387,0.01304,21.61,7.307894051,21.61,12.3,0.275,4,310.2585903,16.87916668,1269.899994,0.1197411,summer
dimensions,2012,scabrum,Riebeek_East_5.5_-_7_km_rd_to_Alicedale,-33.22913,26.12148,8.2708,1.77,3.14,0.334,0.0075,15.41,5.358322874,15.41,11.64,0.139,5,310.2585903,16.87916668,1269.899994,0.1197411,summer
dimensions,2012,scabrum,Riebeek_East_5.5_-_7_km_rd_to_Alicedale,-33.22913,26.12148,5.033,1.13,2.54,0.362,0.01033,14.97,6.672803487,14.97,9.52,0.223,6,310.2585903,16.87916668,1269.899994,0.1197411,summer
dimensions,2012,scabrum,Riebeek_East_5.5_-_7_km_rd_to_Alicedale,-33.22913,26.12148,6.1821,1.65,2.56,0.284,0.01035,15.18,6.105254307,15.18,10.05,0.203,7,310.2585903,16.87916668,1269.899994,0.1197411,summer
dimensions,2012,scabrum,Riebeek_East_5.5_-_7_km_rd_to_Alicedale,-33.22913,26.12148,8.3406,1.55,2.95,0.354,0.01007,17.99,6.229203465,17.99,12.26,0.189,8,310.2585903,16.87916668,1269.899994,0.1197411,summer
dimensions,2012,scabrum,Riebeek_East_5.5_km_rd_to_Alicedale,-33.2422,26.09421,8.2396,1.92,2.91,0.502,0.00825,14.56,5.072339461,14.56,10.98,0.14,1,296.2465852,17.58750008,1305.000015,0.118644068,summer
dimensions,2012,scabrum,Riebeek_East_5.5_km_rd_to_Alicedale,-33.2422,26.09421,16.2914,2.55,3.68,0.489,0.01068,21.97,5.443156904,21.97,15.53,0.172,2,296.2465852,17.58750008,1305.000015,0.118644068,summer
dimensions,2012,scabrum,Riebeek_East_5.5_km_rd_to_Alicedale,-33.2422,26.09421,11.2119,2.29,3.14,0.436,0.0132,17.91,5.348795305,17.91,12.83,0.165,3,296.2465852,17.58750008,1305.000015,0.118644068,summer
dimensions,2012,scabrum,Riebeek_East_5.5_km_rd_to_Alicedale,-33.2422,26.09421,11.3302,2.2,3.57,0.419,0.01165,20.5,6.090249335,20.5,13.53,0.205,4,296.2465852,17.58750008,1305.000015,0.118644068,summer
dimensions,2012,scabrum,Riebeek_East_5.5_km_rd_to_Alicedale,-33.2422,26.09421,10.1767,1.82,3.79,0.444,0.01454,20.46,6.413604028,20.46,12.63,0.237,5,296.2465852,17.58750008,1305.000015,0.118644068,summer
dimensions,2012,scabrum,Riebeek_East_5.5_km_rd_to_Alicedale,-33.2422,26.09421,11.2599,2.39,3.56,0.41,0.00924,16.73,4.985729063,16.73,12.82,0.132,6,296.2465852,17.58750008,1305.000015,0.118644068,summer
dimensions,2012,scabrum,Riebeek_East_5.5_km_rd_to_Alicedale,-33.2422,26.09421,14.6896,2.05,3.5,0.455,0.01157,25.01,6.525423561,25.01,15.51,0.234,7,296.2465852,17.58750008,1305.000015,0.118644068,summer
dimensions,2012,scabrum,Riebeek_East_5.5_km_rd_to_Alicedale,-33.2422,26.09421,18.6806,2.32,4.53,0.485,0.01113,26.71,6.179857735,26.71,16.78,0.228,8,296.2465852,17.58750008,1305.000015,0.118644068,summer
dimensions,2012,scabrum,Kareedouw_Rietvlei,-33.91597,24.55711,13.6523,2.12,3.82,0.379,0.00747,21.92,5.932498517,21.92,14.57,0.201,1,504.5057015,17.03333338,1173.800003,0.244532803,summer
dimensions,2012,scabrum,Kareedouw_Rietvlei,-33.91597,24.55711,19.2585,2.65,4.37,0.441,0.00955,26,5.924642082,26,17.09,0.207,2,504.5057015,17.03333338,1173.800003,0.244532803,summer
dimensions,2012,scabrum,Kareedouw_Rietvlei,-33.91597,24.55711,14.7212,2.36,4.06,0.292,0.00965,23.82,6.208263629,23.82,15.22,0.22,3,504.5057015,17.03333338,1173.800003,0.244532803,summer
dimensions,2012,scabrum,Kareedouw_Rietvlei,-33.91597,24.55711,17.3652,2.5,4.65,0.327,0.01037,24.4,5.855310519,24.4,16.34,0.198,4,504.5057015,17.03333338,1173.800003,0.244532803,summer
dimensions,2012,scabrum,Kareedouw_Rietvlei,-33.91597,24.55711,15.8676,2.46,4.19,0.379,0.00731,24.64,6.185646277,24.64,15.63,0.224,5,504.5057015,17.03333338,1173.800003,0.244532803,summer
dimensions,2012,scabrum,Kareedouw_Rietvlei,-33.91597,24.55711,19.7634,2.73,4.49,0.327,0.00749,27.64,6.217377088,27.64,17.65,0.221,6,504.5057015,17.03333338,1173.800003,0.244532803,summer
dimensions,2012,scabrum,Kareedouw_Rietvlei,-33.91597,24.55711,31.9164,3.87,5.73,0.325,0.00639,30.39,5.379275043,30.39,21.72,0.166,7,504.5057015,17.03333338,1173.800003,0.244532803,summer
dimensions,2012,scabrum,Kareedouw_Rietvlei,-33.91597,24.55711,10.637,2.2,3.87,0.327,0.00865,17.13,5.252278948,17.13,12.57,0.154,8,504.5057015,17.03333338,1173.800003,0.244532803,summer
dimensions,2013,scabrum,Springbok_R355_24KmSpektakel_Pass,-29.70357,17.68267,1.6757,0.3,1.8,0.314,0.00955,14.3,11.0468359,14.3,6.2,0.395,1,100.2020914,19.17083347,1462.600018,0.626262626,winter
dimensions,2013,scabrum,Springbok_R355_24KmSpektakel_Pass,-29.70357,17.68267,2.0927,0.32,2.04,0.353,0.01051,15.2,10.50727505,15.2,6.9,0.376,2,100.2020914,19.17083347,1462.600018,0.626262626,winter
dimensions,2013,scabrum,Springbok_R355_24KmSpektakel_Pass,-29.70357,17.68267,1.2825,0.26,1.6,0.278,0.01014,10.7,9.448330814,10.7,5.3,0.338,3,100.2020914,19.17083347,1462.600018,0.626262626,winter
dimensions,2013,scabrum,Springbok_R355_24KmSpektakel_Pass,-29.70357,17.68267,1.3757,0.4,1.55,0.369,0.00872,9.9,8.440600125,9.9,5.5,0.286,4,100.2020914,19.17083347,1462.600018,0.626262626,winter
dimensions,2013,scabrum,Springbok_R355_24KmSpektakel_Pass,-29.70357,17.68267,3.1223,0.56,2.34,0.318,0.00769,16.9,9.564216316,16.9,8.3,0.341,5,100.2020914,19.17083347,1462.600018,0.626262626,winter
dimensions,2013,scabrum,Springbok_R355_24KmSpektakel_Pass,-29.70357,17.68267,4.9594,0.73,2.97,0.272,0.00565,21.2,9.519656811,21.2,11.1,0.313,6,100.2020914,19.17083347,1462.600018,0.626262626,winter
dimensions,2013,scabrum,Springbok_R355_24KmSpektakel_Pass,-29.70357,17.68267,5.2522,1.08,2.55,0.165,NA,16.6,7.243316468,16.6,9.1,0.292,7,100.2020914,19.17083347,1462.600018,0.626262626,winter
dimensions,2013,scabrum,Springbok_R355_24KmSpektakel_Pass,-29.70357,17.68267,1.7504,0.4,1.81,0.21,0.00743,12.5,9.448032112,12.5,6,0.351,8,100.2020914,19.17083347,1462.600018,0.626262626,winter
caroline,2012,scabrum,Fairy Glen,-33.56446,19.43306,7.636,1.319,4.281,NA,NA,18.271,6.611946909,18.271,12.3,0.195315822,1,205.4390727,15.0916666,1133.900009,0.524509804,winter
caroline,2012,scabrum,Fairy Glen,-33.56446,19.43306,13.97,1.816,5.305,NA,NA,24.687,6.604958816,24.687,16.8,0.190107745,2,205.4390727,15.0916666,1133.900009,0.524509804,winter
caroline,2012,scabrum,Fairy Glen,-33.56446,19.43306,13.79,2.071,5.163,NA,NA,27.129,7.305528721,27.129,16.4,0.246479359,3,205.4390727,15.0916666,1133.900009,0.524509804,winter
caroline,2012,scabrum,Fairy Glen,-33.56446,19.43306,24.913,2.267,6.279,NA,0.008217162,34.924,6.996985365,34.924,21.7,0.233540548,4,205.4390727,15.0916666,1133.900009,0.524509804,winter
caroline,2012,scabrum,Fairy Glen,-33.56446,19.43306,12.679,1.666,4.702,NA,0.008722959,23.752,6.670489174,23.752,15.8,0.20105178,5,205.4390727,15.0916666,1133.900009,0.524509804,winter
caroline,2012,scabrum,Fairy Glen,-33.56446,19.43306,15.653,1.686,5.463,NA,NA,32.774,8.283820062,32.774,17.6,0.301226823,6,205.4390727,15.0916666,1133.900009,0.524509804,winter
caroline,2012,scabrum,Kamiesberg,-30.19325,17.9671,5.021,0.714,2.751,NA,0.012829241,26.712,11.92096177,26.712,11.9,0.383611313,1,159.1885048,15.92083329,1176.499996,0.594936709,winter
caroline,2012,scabrum,Kamiesberg,-30.19325,17.9671,3.409,1.012,2.795,NA,0.012829241,13.3,4.712005102,8.7,6.5,0.144736842,2,159.1885048,15.92083329,1176.499996,0.594936709,winter
caroline,2012,scabrum,Kamiesberg,-30.19325,17.9671,2.656,0.764,2.255,NA,0.008861518,11.599,7.117156457,11.599,8.7,0.142814917,3,159.1885048,15.92083329,1176.499996,0.594936709,winter
caroline,2012,scabrum,Kamiesberg,-30.19325,17.9671,3.34,0.577,2.646,NA,0.014347439,14.653,8.017764875,14.653,6.9,0.359717905,4,159.1885048,15.92083329,1176.499996,0.594936709,winter
caroline,2012,scabrum,Kamiesberg,-30.19325,17.9671,2.867,0.439,2.899,NA,NA,16.185,9.558700568,16.185,9.8,0.245718684,5,159.1885048,15.92083329,1176.499996,0.594936709,winter
caroline,2012,scabrum,Kamiesberg,-30.19325,17.9671,2.176,0.558,2.599,NA,0.011704003,12.402,8.407411056,12.402,8.1,0.209833187,6,159.1885048,15.92083329,1176.499996,0.594936709,winter
caroline,2012,scabrum,Kamiesberg,-30.19325,17.9671,2.439,0.51,2.657,NA,0.009952268,14.006,8.968260648,14.006,8.3,0.255805613,7,159.1885048,15.92083329,1176.499996,0.594936709,winter
caroline,2012,scabrum,Kamiesberg,-30.19325,17.9671,3.266,0.627,2.867,NA,NA,14.83,8.206029253,14.83,9.2,0.23429047,8,159.1885048,15.92083329,1176.499996,0.594936709,winter
caroline,2012,scabrum,Kamiesberg,-30.19325,17.9671,4.156,0.615,3.168,NA,NA,18.6,9.123787775,18.6,10.6,0.273972603,9,159.1885048,15.92083329,1176.499996,0.594936709,winter
